Principio attivo;Confezione di riferimento;ATC;AIC;Confezione;Farmaco;Ditta;Prezzo riferimento SSN;Prezzo Pubblico 29 ottobre 2015;Differenza;Nota;Codice gruppo equivalenza
Amoxicillina + Acido clavulanico;12 UNITA' (875+125) MG - USO ORALE;J01CR02;42212023;"""875 MG+125 MG COMPRESSE RIVESTITE CON FILM"" 12 COMPRESSE";AUGMENTIN;FARMAROC S.R.L.;  7,90;  10,20;  2,30;;CJA
Amoxicillina + Acido clavulanico;12 UNITA' (875+125) MG - USO ORALE;J01CR02;43394016;"""875 MG + 125 MG COMPRESSE RIVESTITE CON FILM"" 12 COMPRESSE";AUGMENTIN;FOUR PHARMA CRO S.R.L.;  7,90;  10,20;  2,30;;CJA
Amoxicillina + Acido clavulanico;12 UNITA' (875+125) MG - USO ORALE;J01CR02;37217054;"""875 MG + 125 MG POLVERE PER SOSPENSIONE ORALE"" 12 BUSTINE";AVEGGIO;A.G.I.P.S. FARMACEUTICI S.R.L.;  7,90;  7,90;  0,00;;CJA
Amoxicillina + Acido clavulanico;12 UNITA' (875+125) MG - USO ORALE;J01CR02;37217066;"""875 MG + 125 MG COMPRESSE RIVESTITE CON FILM"" 12 COMPRESSE";AVEGGIO;A.G.I.P.S. FARMACEUTICI S.R.L.;  7,90;  7,90;  0,00;;CJA
Amoxicillina + Acido clavulanico;12 UNITA' (875+125) MG - USO ORALE;J01CR02;37185028;"""875 MG + 125 MG COMPRESSE RIVESTITE CON FILM"" 12 COMPRESSE";CLAVOMED;MEDIOLANUM FARMACEUTICI S.P.A.;  7,90;  7,90;  0,00;;CJA
Amoxicillina + Acido clavulanico;12 UNITA' (875+125) MG - USO ORALE;J01CR02;26138139;"""875 MG + 125 MG COMPRESSE RIVESTITE CON FILM"" 12 COMPRESSE";CLAVULIN;GLAXOSMITHKLINE S.P.A.;  7,90;  7,90;  0,00;;CJA
Amoxicillina + Acido clavulanico;12 UNITA' (875+125) MG - USO ORALE;J01CR02;26138192;"""875 MG + 125 MG POLVERE PER SOSPENSIONE ORALE"" 12 BUSTINE";CLAVULIN;GLAXOSMITHKLINE S.P.A.;  7,90;  7,90;  0,00;;CJA
Amoxicillina + Acido clavulanico;12 UNITA' (875+125) MG - USO ORALE;J01CR02;36791010;"""875 MG + 125 MG POLVERE PER SOSPENSIONE ORALE"" 12 BUSTINE";HOMER;SO.SE.PHARM S.R.L.;  7,90;  7,90;  0,00;;CJA
Amoxicillina + Acido clavulanico;12 UNITA' (875+125) MG - USO ORALE;J01CR02;36791022;"""875 MG + 125 MG COMPRESSE RIVESTITE CON FILM"" 12 COMPRESSE";HOMER;SO.SE.PHARM S.R.L.;  7,90;  7,90;  0,00;;CJA
Amoxicillina + Acido clavulanico;12 UNITA' (875+125) MG - USO ORALE;J01CR02;37335015;"""875 MG + 125 MG POLVERE PER SOSPENSIONE ORALE"" 12 BUSTINE";KLAVUX;CRINOS S.P.A.;  7,90;  7,90;  0,00;;CJA
Amoxicillina + Acido clavulanico;12 UNITA' (875+125) MG - USO ORALE;J01CR02;37335027;"""875 MG + 125 MG COMPRESSE RIVESTITE CON FILM"" 12 COMPRESSE";KLAVUX;CRINOS S.P.A.;  7,90;  7,90;  0,00;;CJA
Amoxicillina + Acido clavulanico;12 UNITA' (875+125) MG - USO ORALE;J01CR02;36896013;"""875 MG + 125 MG POLVERE PER SOSPENSIONE ORALE"" 12 BUSTINE";KRUXADE;WELLINGTON STR.DEV.PHARMA LTD;  7,90;  7,90;  0,00;;CJA
Amoxicillina + Acido clavulanico;12 UNITA' (875+125) MG - USO ORALE;J01CR02;36896025;"""875 MG + 125 MG COMPRESSE RIVESTITE CON FILM"" 12 COMPRESSE";KRUXADE;WELLINGTON STR.DEV.PHARMA LTD;  7,90;  7,90;  0,00;;CJA
Amoxicillina + Acido clavulanico;12 UNITA' (875+125) MG - USO ORALE;J01CR02;36847010;"""875 MG + 125 MG COMPRESSE RIVESTITE CON FILM"" 12 COMPRESSE";MONDEX;S.F. GROUP S.R.L.;  7,90;  7,90;  0,00;;CJA
Amoxicillina + Acido clavulanico;12 UNITA' (875+125) MG - USO ORALE;J01CR02;36847022;"""875 MG + 125 MG POLVERE PER SOSPENSIONE ORALE"" 12 BUSTINE";MONDEX;S.F. GROUP S.R.L.;  7,90;  7,90;  0,00;;CJA
Amoxicillina + Acido clavulanico;12 UNITA' (875+125) MG - USO ORALE;J01CR02;26141147;"""875 MG + 125 MG COMPRESSE RIVESTITE CON FILM"" 12 COMPRESSE";NEODUPLAMOX;VALEAS IND.CHIM.FARM. S.P.A.;  7,90;  7,90;  0,00;;CJA
Amoxicillina + Acido clavulanico;12 UNITA' (875+125) MG - USO ORALE;J01CR02;26141198;"""875 MG + 125 MG POLVERE PER SOSPENSIONE ORALE"" 12 BUSTINE";NEODUPLAMOX;VALEAS IND.CHIM.FARM. S.P.A.;  7,90;  7,90;  0,00;;CJA
Amoxicillina + Acido clavulanico;12 UNITA' (875+125) MG - USO ORALE;J01CR02;36808018;"""875 MG + 125 MG COMPRESSE RIVESTITE CON FILM"" 12 COMPRESSE";POSMOX;PHARMACARE S.R.L.;  7,90;  7,90;  0,00;;CJA
Amoxicillina + Acido clavulanico;12 UNITA' (875+125) MG - USO ORALE;J01CR02;37912021;"""875 MG + 125MG COMPRESSE RIVESTITE CON FILM"" 12 COMPRESSE";PURICLAV;MERQURIO PHARMA S.R.L.;  7,90;  7,90;  0,00;;CJA
Amoxicillina + Acido clavulanico;12 UNITA' (875+125) MG - USO ORALE;J01CR02;37188024;"""875 MG + 125 MG COMPRESSE RIVESTITE CON FILM"" 12 COMPRESSE";SERVAMOX;IDI INTEGRATORI DIETETICI ITALIANI S.R.L.;  7,90;  7,90;  0,00;;CJA
Amoxicillina + Acido clavulanico;12 UNITA' (875+125) MG - USO ORALE;J01CR02;36829024;"""875 MG + 125 MG COMPRESSE RIVESTITE CON FILM"" 12 COMPRESSE";XINAMOD;PROGE FARM S.R.L.;  7,90;  7,90;  0,00;;CJA
Amoxicillina + Acido clavulanico;140 ML (80+11,4) MG/ML - USO ORALE;J01CR02;42221046;"""400 MG+57 MG/5ML POLVERE PER SOSPENSIONE ORALE"" 1 FLACONE IN HDPE DA 140ML CON MISURINO GRADUATO";AMOXICILLINA E ACIDO CLAVULANICO AUROBINDO PHARMA ITALIA;AUROBINDO PHARMA ITALIA S.R.L.;  13,20;  13,20;  0,00;;CJD
Amoxicillina + Acido clavulanico;140 ML (80+11,4) MG/ML - USO ORALE;J01CR02;36980201;"""80 MG/ML+11,4 MG/ML POLVERE PER SOSPENSIONE ORALE"" FLACONE DA 140 ML CON CUCCHIAIO DOSATORE DA 5 ML";AMOXICILLINA E ACIDO CLAVULANICO SANDOZ;SANDOZ S.P.A.;  13,20;  14,53;  1,33;;CJD
Amoxicillina + Acido clavulanico;140 ML (80+11,4) MG/ML - USO ORALE;J01CR02;26089134;"""BAMBINI POLVERE PER SOSPENSIONE ORALE"" FLACONE 140 ML SOSPENSIONE ESTEMPORANEA CON CUCCHIAIO DOSATORE";AUGMENTIN;GLAXOSMITHKLINE S.P.A.;  13,20;  15,03;  1,83;;CJD
Amoxicillina + Acido clavulanico;140 ML (80+11,4) MG/ML - USO ORALE;J01CR02;37954043;"""BAMBINI 400 MG/57MG/5 ML POLVERE PER SOSPENSIONE ORALE"" FLACONE 140ML CON CUCCHIAINO DOSATORE";AUGMENTIN;BB FARMA S.R.L.;  13,20;  15,03;  1,83;;CJD
Amoxicillina + Acido clavulanico;140 ML (80+11,4) MG/ML - USO ORALE;J01CR02;39785035;"""BAMBINI 400 MG/57 MG/5 ML POLVERE PER SOSPENSIONE ORALE"" FLACONE 140ML CON CUCCHIAINO DOSATORE";AUGMENTIN;MEDIFARM S.R.L.;  13,20;  15,03;  1,83;;CJD
Amoxicillina + Acido clavulanico;140 ML (80+11,4) MG/ML - USO ORALE;J01CR02;40488025;"""BAMBINI 400 MG/57MG/5 ML POLVERE PER SOSPENSIONE ORALE"" FLACONE 140ML";AUGMENTIN;FARMA 1000 S.R.L.;  13,20;  15,03;  1,83;;CJD
Amoxicillina + Acido clavulanico;140 ML (80+11,4) MG/ML - USO ORALE;J01CR02;26138228;"""BAMBINI POLVERE PER SOSPENSIONE ORALE"" FLACONE 140 ML SOSPENSIONE ESTEMPORANEA CON CUCCHIAIO DOSATORE";CLAVULIN;GLAXOSMITHKLINE S.P.A.;  13,20;  14,53;  1,33;;CJD
Amoxicillina + Acido clavulanico;140 ML (80+11,4) MG/ML - USO ORALE;J01CR02;26141224;"""BAMBINI POLVERE PER SOSPENSIONE ORALE"" FLACONE 140 ML SOSPENSIONE ESTEMPORANEA CON CUCCHIAIO DOSATORE";NEODUPLAMOX;VALEAS IND.CHIM.FARM. S.P.A.;  13,20;  14,53;  1,33;;CJD
Amoxicillina + Acido clavulanico;140 ML (80+11,4) MG/ML - USO ORALE;J01CR02;37747021;"""400 MG+57MG/5 ML BAMBINI POLVERE PER SOSPENSIONE ORALE"" 1 FLACONE DA 140ML";STEMOX;STEWART ITALIA S.R.L.;  13,20;  14,53;  1,33;;CJD
Amoxicillina + Acido clavulanico;35 ML (80+11,4) MG/ML - USO ORALE;J01CR02;42221010;"""80 MG/ML + 11,4 MG/ML POLVERE PER SOSPENSIONE ORALE"" FLACONE DA 35 ML CON SIRINGA GRADUATA DA 5ML";AMOXICILLINA E ACIDO CLAVULANICO AUROBINDO PHARMA ITALIA;AUROBINDO PHARMA ITALIA S.R.L.;  3,20;  3,20;  0,00;;CJB
Amoxicillina + Acido clavulanico;35 ML (80+11,4) MG/ML - USO ORALE;J01CR02;36980148;"""80 MG/ML + 11,4 MG/ML POLVERE PER SOSPENSIONE ORALE"" FLACONE DA 35 ML CON SIRINGA GRADUATA DA 5ML";AMOXICILLINA E ACIDO CLAVULANICO SANDOZ;SANDOZ S.P.A.;  3,20;  3,52;  0,32;;CJB
Amoxicillina + Acido clavulanico;35 ML (80+11,4) MG/ML - USO ORALE;J01CR02;26089110;"""BAMBINI POLVERE PER SOSPENSIONE ORALE"" FLACONE 35 ML DI SOSPENSIONE ESTEMPORANEA CON SIRINGA DOSATRICE";AUGMENTIN;GLAXOSMITHKLINE S.P.A.;  3,20;  4,02;  0,82;;CJB
Amoxicillina + Acido clavulanico;35 ML (80+11,4) MG/ML - USO ORALE;J01CR02;26138204;"""BAMBINI POLVERE PER SOSPENSIONE ORALE"" FLACONE 35 ML DI SOSPENSIONE ESTEMPORANEA CON SIRINGA DOSATRICE";CLAVULIN;GLAXOSMITHKLINE S.P.A.;  3,20;  3,52;  0,32;;CJB
Amoxicillina + Acido clavulanico;35 ML (80+11,4) MG/ML - USO ORALE;J01CR02;26141200;"""BAMBINI POLVERE PER SOSPENSIONE ORALE"" FLACONE 35ML CON SIRINGA DOSATRICE";NEODUPLAMOX;VALEAS IND.CHIM.FARM. S.P.A.;  3,20;  3,52;  0,32;;CJB
Amoxicillina + Acido clavulanico;70 ML (80+11,4) MG/ML - USO ORALE;J01CR02;37350028;"""400 MG+57,5MG POLVERE PER SOSPENSIONE ORALE"" FLACONE 70ML CON CUCCHIAIO DOSATORE";ABIOCLAV;AESCULAPIUS FARMACEUTICI S.R.L.;  6,42;  7,07;  0,65;;CJC
Amoxicillina + Acido clavulanico;70 ML (80+11,4) MG/ML - USO ORALE;J01CR02;37526047;"""80 MG/ML + 11,4 MG/ML POLVERE PER SOSPENSIONE ORALE"" FLACONE DA 70 ML";AMOXICILLINA ACIDO CLAVULANICO TEVA GROUP;RATIOPHARM GMBH;  6,42;  6,42;  0,00;;CJC
Amoxicillina + Acido clavulanico;70 ML (80+11,4) MG/ML - USO ORALE;J01CR02;42221022;"""400 MG+57MG/5ML POLVERE PER SOSPENSIONE ORALE"" 1 FLACONE IN HDPE DA 70ML CON MISURINO GRADUATO";AMOXICILLINA E ACIDO CLAVULANICO AUROBINDO PHARMA ITALIA;AUROBINDO PHARMA ITALIA S.R.L.;  6,42;  6,42;  0,00;;CJC
Amoxicillina + Acido clavulanico;70 ML (80+11,4) MG/ML - USO ORALE;J01CR02;36980175;"""80 MG/ML + 11,4 MG/ML POLVERE PER SOSPENSIONE ORALE"" FLACONE DA 70 ML CON CUCCHIAIO DOSATORE DA 5ML";AMOXICILLINA E ACIDO CLAVULANICO SANDOZ;SANDOZ S.P.A.;  6,42;  7,07;  0,65;;CJC
Amoxicillina + Acido clavulanico;70 ML (80+11,4) MG/ML - USO ORALE;J01CR02;26089122;"""BAMBINI POLVERE PER SOSPENSIONE ORALE"" FLACONE 70 ML DI SOSPENSIONE ESTEMPORANEA CON CUCCHIAIO DOSATORE";AUGMENTIN;GLAXOSMITHKLINE S.P.A.;  6,42;  7,57;  1,15;;CJC
Amoxicillina + Acido clavulanico;70 ML (80+11,4) MG/ML - USO ORALE;J01CR02;42856031;"""BAMBINI 400 MG/57 MG/5 ML POLVERE PER SOSPENSIONE ORALE""FLACONE 70 ML CON CUCCHIAIO DOSATORE";AUGMENTIN;GMM FARMA S.R.L.;  6,42;  7,57;  1,15;;CJC
Amoxicillina + Acido clavulanico;70 ML (80+11,4) MG/ML - USO ORALE;J01CR02;26138216;"""BAMBINI POLVERE PER SOSPENSIONE ORALE"" FLACONE 70 ML DI SOSPENSIONE ESTEMPORANEA CON CUCCHIAIO DOSATORE";CLAVULIN;GLAXOSMITHKLINE S.P.A.;  6,42;  7,07;  0,65;;CJC
Amoxicillina + Acido clavulanico;70 ML (80+11,4) MG/ML - USO ORALE;J01CR02;26141212;"""BAMBINI POLVERE PER SOSPENSIONE ORALE"" FLACONE 70 ML DI SOSPENSIONE ESTEMPORANEA CON CUCCHIAIO DOSATORE";NEODUPLAMOX;VALEAS IND.CHIM.FARM. S.P.A.;  6,42;  7,07;  0,65;;CJC
Amoxicillina + Acido clavulanico;70 ML (80+11,4) MG/ML - USO ORALE;J01CR02;37747019;"""400MG + 57MG/5ML BAMBINI POLVERE PER SOSPENSIONE ORALE"" 1 FLACONE DA 70ML";STEMOX;STEWART ITALIA S.R.L.;  6,42;  7,07;  0,65;;CJC
Ampicillina;1 UNITA' 1000 MG - USO PARENTERALE;J01CA01;20121087;1 FLAC. 1 G+1 FIALA 4 ML;AMPLITAL;PFIZER ITALIA S.R.L.;  1,07;  1,31;  0,24;;45C
Ampicillina;12 UNITA' 1000 MG - USO ORALE;J01CA01;20121137;12 COMPRESSE 1 G;AMPLITAL;PFIZER ITALIA S.R.L.;  3,11;  4,73;  1,62;;45G
Ampicillina + Sulbactam;1 UNITA' (1000+ 500) MG - USO PARENTERALE;J01CR01;36624017;"""1 G + 500 MG/3,2 ML POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE PER USO INTRAMUSCOLARE"" 1 FLACONCINO+1 FIALA SOLVENTE 3,2 ML";AMPICILLINA E SULBACTAM IBI;ISTITUTO BIOCHIMICO ITALIANO GIOVANNI LORENZINI S.P.A.;  2,52;  3,04;  0,52;;CKB
Ampicillina + Sulbactam;1 UNITA' (1000+ 500) MG - USO PARENTERALE;J01CR01;26756039;"""1 G + 500 MG/3,2 ML POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE PER USO INTRAMUSCOLARE"" 1 FLACONCINO POLVERE+1 FIALA SOLVENTE 3,2 ML";LORICIN;SIGMA-TAU INDUSTRIE FARMACEUTICHE RIUNITE S.P.A.;  2,52;  3,04;  0,52;;CKB
Ampicillina + Sulbactam;1 UNITA' (1000+ 500) MG - USO PARENTERALE;J01CR01;26360014;"""1 G+  500 MG/3,2 ML POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE PER USO INTRAMUSCOLARE"" 1 FLACONCINO POLVERE+1 FIALA SOLVENTE 3,2 ML";UNASYN;PFIZER LTD;  2,52;  3,04;  0,52;;CKB
Ampicillina + Sulbactam;1 UNITA' (500+250) MG - USO PARENTERALE;J01CR01;36624029;"""500 MG + 250 MG/1,6 ML POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE PER USO INTRAMUSCOLARE"" 1 FLACONCINO+1 FIALA SOLVENTE 1,6 ML";AMPICILLINA E SULBACTAM IBI;ISTITUTO BIOCHIMICO ITALIANO GIOVANNI LORENZINI S.P.A.;  1,81;  2,19;  0,38;;CKA
Ampicillina + Sulbactam;1 UNITA' (500+250) MG - USO PARENTERALE;J01CR01;26360038;"""250 MG + 500 MG/1,6 ML POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE PER USO INTRAMUSCOLARE/ENDOVENOSO"" 1 FLACONCINO POLVERE+1 FIALA SOLVENTE 1,6 ML";UNASYN;PFIZER LTD;  1,81;  2,19;  0,38;;CKA
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;40008043;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";ANASTROZOLO ACCORD HEALTHCARE;ACCORD HEALTHCARE LIMITED;  35,80;  35,80;  0,00;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;39632043;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";ANASTROZOLO ACTAVIS;ACTAVIS GROUP PTC EHF;  35,80;  35,80;  0,00;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;39548019;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/AL";ANASTROZOLO ALTER;LABORATORI ALTER S.R.L.;  35,80;  35,80;  0,00;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;39777014;"""1MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/AL";ANASTROZOLO BLUEFISH;BLUEFISH PHARMACEUTICALS AB;  35,80;  35,80;  0,00;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;39147020;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/AL";ANASTROZOLO CRINOS;EG S.P.A.;  35,80;  35,80;  0,00;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;39793017;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";ANASTROZOLO DOC GENERICI;DOC GENERICI S.R.L.;  35,80;  35,80;  0,00;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;37952049;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";ANASTROZOLO MYLAN GENERICS;MYLAN S.P.A.;  35,80;  35,80;  0,00;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;39618018;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";ANASTROZOLO PROFESSIONALCARE;S.F. GROUP S.R.L.;  35,80;  35,80;  0,00;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;38924039;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/AL";ANASTROZOLO SANDOZ;SANDOZ S.P.A.;  35,80;  35,80;  0,00;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;40195012;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/AL";ANASTROZOLO SUN;SUN PHARMACEUTICAL IND. B.V.;  35,80;  35,80;  0,00;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;38101034;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";ANASTROZOLO TEVA;TEVA ITALIA S.R.L.;  35,80;  35,80;  0,00;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;37953041;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/AL";ANASTROZOLO ZENTIVA;ZENTIVA ITALIA S.R.L.;  35,80;  35,80;  0,00;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;31809015;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";ARIMIDEX;ASTRAZENECA UK LTD;  35,80;  46,78;  10,98;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;39547017;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/AL";ERISTROL;JUST PHARMA S.R.L.;  35,80;  42,78;  6,98;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;39094014;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/AL";EXTROPLEX;FARMA GROUP S.R.L.;  35,80;  35,80;  0,00;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;39897018;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";GRISET;GENETIC S.P.A.;  35,80;  35,80;  0,00;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;39608017;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";INIBEN;ERREKAPPA EUROTERAPICI S.P.A.;  35,80;  39,78;  3,98;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;39192012;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/AL";KEYFEN;FIDIA FARMACEUTICI S.P.A.;  35,80;  45,78;  9,98;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;39896016;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";RAOLOZ;GENETIC S.P.A.;  35,80;  35,80;  0,00;;F7A
Anastrozolo;28 UNITA' 1 MG - USO ORALE;L02BG03;40073013;"""1 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";RENAZOLE;LABORATORIO ITALIANO BIOCHIMICO FARMACEUTICO LISAPHARMA S.P.A.;  35,80;  35,80;  0,00;;F7A
Atenololo;14 UNITA' 100 MG - USO ORALE;C07AB03;33789013;"""100 MG COMPRESSE"" 14 COMPRESSE";ATENOLOLO;DOC GENERICI S.R.L.;  2,54;  2,54;  0,00;;09A
Atenololo;14 UNITA' 100 MG - USO ORALE;C07AB03;34052011;"""100 MG COMPRESSE RIVESTITE"" 14 COMPRESSE";ATENOLOLO;RATIOPHARM GMBH;  2,54;  2,54;  0,00;;09A
Atenololo;42 UNITA' 100 MG - USO ORALE;C07AB03;29486038;"""100 MG COMPRESSE RIVESTITE CON FILM"" 42 COMPRESSE";ATENOLOLO;HEXAL S.P.A.;  5,53;  5,53;  0,00;;09D
Atenololo;42 UNITA' 100 MG - USO ORALE;C07AB03;33789025;"""100 MG COMPRESSE"" 42 COMPRESSE";ATENOLOLO;DOC GENERICI S.R.L.;  5,53;  5,53;  0,00;;09D
Atenololo;42 UNITA' 100 MG - USO ORALE;C07AB03;33378023;"""100 MG COMPRESSE RIVESTITE CON FILM"" 42 COMPRESSE";ATENOLOLO ABC;ABC FARMACEUTICI S.P.A.;  5,53;  5,53;  0,00;;09D
Atenololo;42 UNITA' 100 MG - USO ORALE;C07AB03;36542013;"""100 MG COMPRESSE"" 42 COMPRESSE DIVISIBILI";ATENOLOLO ALMUS;ALMUS S.R.L.;  5,53;  5,53;  0,00;;09D
Atenololo;42 UNITA' 100 MG - USO ORALE;C07AB03;33279023;"""100 MG COMPRESSE"" 42 COMPRESSE DIVISIBILI";ATENOLOLO ALTER;LABORATORI ALTER S.R.L.;  5,53;  5,53;  0,00;;09D
Atenololo;42 UNITA' 100 MG - USO ORALE;C07AB03;29776073;"""100 MG COMPRESSE"" 42 COMPRESSE IN BLISTER PVC/PVDC-AL";ATENOLOLO EG;EG S.P.A.;  5,53;  5,53;  0,00;;09D
Atenololo;42 UNITA' 100 MG - USO ORALE;C07AB03;36544017;"""100 MG COMPRESSE"" 42 COMPRESSE DIVISIBILI";ATENOLOLO FG;FG S.R.L.;  5,53;  5,53;  0,00;;09D
Atenololo;42 UNITA' 100 MG - USO ORALE;C07AB03;29468028;"""100 MG COMPRESSE"" 42 COMPRESSE";ATENOLOLO MYLAN GENERICS;MYLAN S.P.A.;  5,53;  5,53;  0,00;;09D
Atenololo;42 UNITA' 100 MG - USO ORALE;C07AB03;29533027;"""100 MG COMPRESSE"" 42 COMPRESSE";ATENOLOLO PENSA;PENSA PHARMA S.P.A.;  5,53;  5,53;  0,00;;09D
Atenololo;42 UNITA' 100 MG - USO ORALE;C07AB03;36543015;"""100 MG COMPRESSE"" 42 COMPRESSE DIVISIBILI";ATENOLOLO ZENTIVA;ZENTIVA ITALIA S.R.L.;  5,53;  5,53;  0,00;;09D
Atenololo;42 UNITA' 100 MG - USO ORALE;C07AB03;24016038;"""100 MG"" 42 COMPRESSE";TENORMIN;ASTRAZENECA S.P.A.;  5,53;  9,49;  3,96;;09D
Atenololo;42 UNITA' 100 MG - USO ORALE;C07AB03;36541011;"""100 MG COMPRESSE"" 42 COMPRESSE DIVISIBILI";TENSIBLOCK;EPIFARMA S.R.L.;  5,53;  5,53;  0,00;;09D
Atenololo;50 UNITA' 100 MG - USO ORALE;C07AB03;25070020;50 COMPRESSE 100 MG;ATENOL;LABORATORIO FARMACEUTICO C.T. S.R.L.;  6,02;  6,02;  0,00;;09B
Atenololo;50 UNITA' 100 MG - USO ORALE;C07AB03;29486026;"""100"" 50 COMPRESSE RIVESTITE 100 MG";ATENOLOLO;HEXAL S.P.A.;  6,02;  6,02;  0,00;;09B
Atenololo;50 UNITA' 100 MG - USO ORALE;C07AB03;29776059;"""100"" 50 COMPRESSE 100 MG";ATENOLOLO;EG S.P.A.;  6,02;  6,02;  0,00;;09B
Atenololo;50 UNITA' 100 MG - USO ORALE;C07AB03;33046018;"""100 MG COMPRESSE"" 50 COMPRESSE";ATENOLOLO;GERMED PHARMA S.P.A.;  6,02;  6,02;  0,00;;09B
Atenololo;50 UNITA' 100 MG - USO ORALE;C07AB03;34052023;"""100 MG COMPRESSE RIVESTITE"" 50 COMPRESSE";ATENOLOLO;RATIOPHARM GMBH;  6,02;  6,02;  0,00;;09B
Atenololo;50 UNITA' 100 MG - USO ORALE;C07AB03;35759024;"""100 MG COMPRESSE RIVESTITE"" 50 COMPRESSE";ATENOLOLO;ANGENERICO S.P.A.;  6,02;  6,02;  0,00;;09B
Atenololo;50 UNITA' 100 MG - USO ORALE;C07AB03;33378035;"""100 MG COMPRESSE RIVESTITE 50 COMPRESSE RIVESTITE";ATENOLOLO ABC;ABC FARMACEUTICI S.P.A.;  6,02;  6,02;  0,00;;09B
Atenololo;50 UNITA' 100 MG - USO ORALE;C07AB03;33279035;"""100 MG COMPRESSE"" 50 COMPRESSE IN BLISTER PVC/PVDC/AL";ATENOLOLO ALTER;LABORATORI ALTER S.R.L.;  6,02;  6,02;  0,00;;09B
Atenololo;50 UNITA' 100 MG - USO ORALE;C07AB03;31839018;"""100 MG COMPRESSE"" 50 COMPRESSE";ATENOLOLO AUROBINDO;AUROBINDO PHARMA ITALIA S.R.L.;  6,02;  6,02;  0,00;;09B
Atenololo;50 UNITA' 100 MG - USO ORALE;C07AB03;33789037;"""100 MG COMPRESSE"" 50 COMPRESSE";ATENOLOLO DOC GENERICI;DOC GENERICI S.R.L.;  6,02;  6,02;  0,00;;09B
Atenololo;50 UNITA' 100 MG - USO ORALE;C07AB03;29468030;"""100 MG COMPRESSE RIVESTITE"" 50 COMPRESSE";ATENOLOLO MYLAN GENERICS;MYLAN S.P.A.;  6,02;  6,02;  0,00;;09B
